1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
1;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
2;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
3;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
4;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
5;5000;0;0
1;18;2;15999
1;16;5;25959
1;16;5;21976
1;19;2;9586
1;19;2;9902
1;19;2;9986
1;21;1;5318
1;21;1;5835
1;21;1;6744
1;17;8;33279
1;17;8;32224
1;17;8;31276
1;17;4;16836
1;17;4;16933
1;18;7;27659
1;18;7;30557
1;18;7;29614
1;22;0;0
1;22;0;0
1;22;0;0
1;19;8;32651
1;19;8;34287
1;15;3;12886
1;15;3;13714
1;15;3;13044
1;15;6;26903
1;15;6;24750
1;15;6;25557
1;17;2;9499
1;17;2;9985
